Id,SalePrice
1461,131159.32469112446
1462,159521.23546680794
1463,190861.4072207388
1464,185659.94806709318
1465,190915.3013938674
1466,171477.73448514097
1467,178004.81137427207
1468,162942.99449633152
1469,171970.97871117722
1470,121321.86475138665
1471,173304.0935778367
1472,111316.64706634445
1473,98393.02447347128
1474,157094.0671153256
1475,123896.37703835737
1476,357389.24410362204
1477,241814.15778348793
1478,275679.72557943634
1479,275813.3033301733
1480,483848.26216687233
1481,331666.4076746557
1482,198549.09827502596
1483,160900.49430774868
1484,151432.19481782967
1485,174534.442483132
1486,195930.50470759982
1487,331088.5063781987
1488,247523.46715007935
1489,186471.7463204827
1490,211985.1633969786
1491,166538.61484370346
1492,116854.88556726053
1493,190453.45172715237
1494,289886.3154973026
1495,316138.3537386104
1496,225334.74843723676
1497,171197.2379444072
1498,150651.82936809995
1499,153914.0483907267
1500,146093.88518409478
1501,166921.99999091768
1502,149090.82647826913
1503,256857.03265034605
1504,229692.780554923
1505,202741.11991774695
1506,232206.3751485858
1507,233464.67847445936
1508,229198.90382789331
1509,159223.6401283734
1510,147293.89311005716
1511,143776.34808596745
1512,158434.90414149337
1513,143692.64867235807
1514,191806.4542906329
1515,178554.042243951
1516,149431.27619245107
1517,157319.81675267188
1518,142907.15803127462
1519,208353.58105192272
1520,138408.3110881287
1521,139301.48945211392
1522,149570.72446124506
1523,129285.0158134253
1524,131769.90681692393
1525,132101.11311267372
1526,134408.1035543175
1527,121003.08824501779
1528,142334.08514071887
1529,142258.53322368828
1530,158823.035224497
1531,113071.32936669076
1532,106253.6497604889
1533,149733.57921202615
1534,123376.71139444878
1535,139246.8940272152
1536,113389.1235052076
1537,74584.7796621072
1538,175649.3773270405
1539,209248.7847891582
1540,98759.6348374774
1541,159951.39817400952
1542,142002.60402566422
1543,216333.24773926567
1544,96005.12558729634
1545,123562.27809549714
1546,132267.357716133
1547,138805.7806928731
1548,155345.32967942825
1549,105299.46235842614
1550,140308.3988205483
1551,111540.73898585529
1552,133236.24072884017
1553,140786.26988789925
1554,117069.24530213131
1555,205150.94142445904
1556,119398.03785422775
1557,132003.02568840023
1558,110261.64468612707
1559,102787.71579384319
1560,149276.81375700567
1561,163822.63660793816
1562,133432.84018482515
1563,124071.88667388122
1564,167033.37591680652
1565,132752.35405257653
1566,244587.67188000795
1567,74514.66408451172
1568,213723.13075224223
1569,114516.46280207028
1570,125546.37155275207
1571,117546.23227924338
1572,143484.97297098587
1573,223779.04304768512
1574,128824.16927454113
1575,203619.67351143638
1576,201273.18315517178
1577,177449.727226931
1578,161031.3098715395
1579,136673.29925943105
1580,201158.66985965482
1581,149029.56991176895
1582,134212.21913685554
1583,324732.3586471666
1584,228732.88797486862
1585,136883.50556036545
1586,65420.301641084574
1587,99339.34699390325
1588,132855.00662225042
1589,107787.66390572512
1590,140264.19331093432
1591,101126.42073575006
1592,128886.9853548404
1593,133522.64220784037
1594,157809.90657086702
1595,113807.14356784929
1596,232969.635837121
1597,183249.1625386716
1598,200448.02726543127
1599,171617.72025752792
1600,173780.51354746864
1601,72497.96967847174
1602,131471.4492201619
1603,96035.9830903224
1604,262599.19432551577
1605,228633.57480451307
1606,172375.10191501406
1607,189897.6698132889
1608,205426.99367355506
1609,183513.96989627366
1610,150884.88998366744
1611,138115.95304278113
1612,169757.69219147434
1613,146118.45846235892
1614,115455.46987886113
1615,91539.29788493863
1616,70031.70703152248
1617,96667.30736684344
1618,139085.80915826128
1619,133053.25139587474
1620,177873.42061126395
1621,137799.3613775212
1622,151885.05792647877
1623,282628.42569408193
1624,186381.08325781804
1625,126704.74112109734
1626,155539.90035228245
1627,180215.727144465
1628,266531.41095544834
1629,169985.06183700977
1630,387945.5146648078
1631,214505.85097011374
1632,247451.6104558908
1633,159905.22920670864
1634,187316.79745673118
1635,173028.22024447765
1636,154063.6995866508
1637,196005.91952299906
1638,220523.5957470033
1639,216738.4464375638
1640,262166.12111614575
1641,186528.49051132728
1642,199897.92121663148
1643,227808.42257810547
1644,227939.32285446816
1645,181193.05026013224
1646,163164.8092873734
1647,159081.10520820352
1648,122571.79536937008
1649,143784.71299220913
1650,131920.1444696599
1651,125295.09540011233
1652,108041.35598297637
1653,107412.62723361068
1654,151061.86255477302
1655,144190.0048996407
1656,141601.4289909916
1657,167040.25792816377
1658,135868.35302164988
1659,118311.13142110713
1660,156019.86416137303
1661,451549.4626541348
1662,395419.9527763959
1663,378833.8601748523
1664,460305.7287204704
1665,289341.9003655031
1666,329863.55674879364
1667,372040.27842678706
1668,311646.7836856793
1669,254586.09508946963
1670,327887.20249790675
1671,256967.52835709054
1672,511682.50442761194
1673,295221.9796946011
1674,239803.51588542797
1675,184866.18934994572
1676,196029.06283749387
1677,212209.31758527533
1678,535915.4491368766
1679,383848.4288056963
1680,317080.58880369726
1681,232655.08755963677
1682,305761.3598075791
1683,178456.60892052515
1684,160428.58589167998
1685,178007.5934073877
1686,158106.66734759163
1687,160955.47437682204
1688,178884.16010250954
1689,174314.73173045972
1690,186289.39339966755
1691,169037.5433247482
1692,262872.05331642425
1693,157976.05424009147
1694,176634.2399333357
1695,164095.73231118007
1696,245807.6199053378
1697,169379.78368478283
1698,344749.6737431701
1699,321335.2677146316
1700,244396.7585652554
1701,277751.6098971327
1702,253685.31611851076
1703,233282.09011388128
1704,279555.6796030834
1705,214022.61202375917
1706,436023.6078023058
1707,198007.69164009817
1708,199459.19788313727
1709,268894.1606211809
1710,216066.702612619
1711,241073.70445615277
1712,255130.29660456371
1713,263715.65641477366
1714,225990.30279391125
1715,200389.49445536706
1716,182759.12030291677
1717,166687.96243663933
1718,146485.9195913049
1719,194585.19761441642
1720,209384.25042259882
1721,152193.78064886606
1722,139304.42002911243
1723,157394.5923448103
1724,185140.76884760606
1725,214150.31443942784
1726,183392.20459463462
1727,162293.55684089934
1728,175456.3637369956
1729,163253.67584643734
1730,163582.9871546929
1731,130770.4096615866
1732,129667.48472969257
1733,125364.4561108512
1734,126921.6006386827
1735,132223.45580379505
1736,116724.4232333271
1737,362620.75051052956
1738,215558.24837055357
1739,264505.116260762
1740,214633.1584733827
1741,185428.38326098069
1742,174552.4768958086
1743,176636.69412793533
1744,317263.3445434062
1745,238876.75306208315
1746,250056.1768485874
1747,234451.4115979132
1748,209871.71254202258
1749,156925.00953947962
1750,135034.88593898757
1751,252218.9796680011
1752,116460.32301369235
1753,136118.16039421127
1754,229249.01666462375
1755,171696.1428079436
1756,132267.44653462188
1757,126989.55141440328
1758,152659.73252252725
1759,167457.31295125876
1760,162755.4607024723
1761,150041.46232284157
1762,182946.9482451296
1763,166063.09668852758
1764,119736.19803208568
1765,171774.75975570272
1766,177917.5685787731
1767,202304.28187370088
1768,142898.3364898003
1769,162798.491304181
1770,158042.24539819077
1771,140945.48009362692
1772,136554.7106217644
1773,125057.57231634819
1774,143505.73937740808
1775,154523.9279710287
1776,128224.7785922491
1777,125841.70494309487
1778,149693.8974355836
1779,120869.47151033
1780,156583.68610474496
1781,150115.50988623712
1782,91590.73466176163
1783,146335.20454241088
1784,92630.50344837297
1785,123047.06166603327
1786,129653.52818605532
1787,162452.29763146557
1788,73046.0578211397
1789,107334.34342627051
1790,77937.00780196399
1791,176740.3793168965
1792,158823.035224497
1793,131727.9695997568
1794,149045.6064553673
1795,144594.31001554118
1796,116344.20584263527
1797,140992.38160463062
1798,127631.09885582596
1799,122861.71290057387
1800,127927.01729280633
1801,138473.0981540041
1802,130879.14482077221
1803,142200.28249881582
1804,155022.823850184
1805,140035.68280584103
1806,125010.96212397925
1807,152726.87321279434
1808,119632.06533379186
1809,125867.3067721668
1810,151354.99102455363
1811,127009.58311877951
1812,115528.80932797765
1813,130390.23975697992
1814,92196.16067418191
1815,49401.83769332149
1816,106895.36424324063
1817,125912.82469873836
1818,147380.34545235615
1819,125546.74565508192
1820,83408.88327678539
1821,121987.81698619353
1822,145141.22100696983
1823,66841.66755409629
1824,135240.97141899008
1825,123139.15973211994
1826,99281.45703690246
1827,105384.31844720224
1828,138186.1604795576
1829,134419.77233050647
1830,168742.94393655373
1831,161210.15614837522
1832,97769.7047905187
1833,147909.4338524432
1834,125501.86318445372
1835,146242.44575741727
1836,134984.18186469987
1837,99789.8987957867
1838,143989.4248930653
1839,114890.91456354632
1840,155827.78181870797
1841,151013.6702875118
1842,111958.23762631402
1843,152714.61284906897
1844,120620.03315302344
1845,140750.59907348713
1846,150632.75591016936
1847,184267.7451399656
1848,70266.81032672443
1849,109388.37674625417
1850,140187.82621854797
1851,145182.31636984597
1852,127868.83091578867
1853,120812.93299496573
1854,153639.78210977066
1855,159438.2320223739
1856,200303.92966905137
1857,163081.6426384369
1858,138096.34839819907
1859,109946.90212989693
1860,164619.30416126497
1861,125541.60437894677
1862,299073.86619346816
1863,280232.9942376399
1864,293456.6445099314
1865,282989.94280083413
1866,287425.88453205896
1867,212761.19567321698
1868,292719.71428235574
1869,213184.2037689745
1870,233684.53090009332
1871,215441.31009302466
1872,157016.43008867354
1873,253431.7365261756
1874,144251.38546940638
1875,222246.12937885022
1876,213659.25688762445
1877,204653.3790859709
1878,179912.49768024453
1879,132057.0091546205
1880,141980.01312106085
1881,241220.70485241307
1882,246409.81142292835
1883,184265.792665318
1884,212914.8108940075
1885,239182.27342239692
1886,295863.09272095264
1887,204762.52774280257
1888,260913.8462789645
1889,164219.1533171134
1890,135676.90656158706
1891,122703.89829631733
1892,93489.17317152912
1893,133560.8237595314
1894,126978.49455916697
1895,143403.48947073368
1896,135118.55305785773
1897,117164.15207071467
1898,112631.88679902013
1899,160536.4688032555
1900,152431.2072034979
1901,205416.79738304592
1902,159677.78062476238
1903,221529.6737754407
1904,160284.98708193758
1905,222679.86914268162
1906,185291.0699762859
1907,205770.97385801005
1908,116731.0476652081
1909,131335.110941557
1910,120082.44284417051
1911,222756.9648704771
1912,279623.2241282606
1913,140151.3920897668
1914,90872.59301969831
1915,280391.71212746424
1916,64274.66856915398
1917,218962.77863339375
1918,136875.70596090535
1919,165043.38872533914
1920,169276.69413986406
1921,412262.09517344984
1922,326071.56407143094
1923,207702.6722077434
1924,233005.38197392484
1925,210963.08117648418
1926,393518.11338661495
1927,137145.9050044126
1928,161472.62975729568
1929,135804.33141577724
1930,130230.43982263809
1931,135518.68603218783
1932,135014.8795774592
1933,163128.80103307657
1934,198682.474735485
1935,179847.91655512806
1936,180215.727144465
1937,192221.83326657215
1938,200410.60363242403
1939,250278.79031832932
1940,183095.5638721912
1941,187972.76357650233
1942,211429.11994027038
1943,188503.82145643214
1944,346710.6829551893
1945,354437.1352333467
1946,183791.80564362096
1947,283656.3461453116
1948,197059.8106356834
1949,225097.76534765388
1950,188323.42046826184
1951,230690.68117989876
1952,216189.97951322817
1953,175715.45672154106
1954,190242.161024439
1955,137054.9659819369
1956,323913.95236658177
1957,168718.19609253135
1958,273320.00721414026
1959,153607.34371364754
1960,119189.43038048582
1961,116082.15716132056
1962,110213.09898286352
1963,102432.4339942919
1964,113338.6925459307
1965,145035.77923755933
1966,141598.32056167105
1967,280030.91077249224
1968,464610.1574920404
1969,376197.12048565963
1970,467135.21389552247
1971,492300.0434150203
1972,401411.7110268748
1973,251654.81433269216
1974,298713.3084593262
1975,466238.49587866734
1976,286662.2415948016
1977,354132.77125196
1978,375149.0961508324
1979,309935.10371505085
1980,200763.99064316813
1981,316154.5588802992
1982,211843.7364234163
1983,196755.14224452653
1984,183212.1226842009
1985,212067.88597918517
1986,223344.83547609125
1987,160799.90500212647
1988,184965.5725574891
1989,169312.685465771
1990,195103.05497060152
1991,244131.1014396611
1992,189768.34082843357
1993,160081.78830301558
1994,227291.30549619292
1995,191786.02991294835
1996,242680.01278736934
1997,305049.7174724823
1998,342679.32385658403
1999,259041.32121511298
2000,324089.8123292738
2001,271963.81786283595
2002,252627.46027287928
2003,251677.23641140916
2004,252782.13600654888
2005,223322.24517471742
2006,206893.28560325468
2007,232643.13030850564
2008,187116.16834631993
2009,177749.79577597024
2010,189548.69580513635
2011,135240.48213982116
2012,157042.0955126636
2013,184443.08298938238
2014,186983.33093908962
2015,191842.28136877826
2016,176205.30809897586
2017,181204.2690933386
2018,105576.02402268186
2019,131883.3443249107
2020,117726.50472336118
2021,114427.18109803849
2022,194193.95832700122
2023,123688.60542471228
2024,229228.10106738025
2025,376616.004114523
2026,159273.930735888
2027,163469.07877150644
2028,161851.7573353781
2029,175157.55940435056
2030,269622.7918526491
2031,212426.230666629
2032,223454.430055417
2033,268953.7803999048
2034,163171.11456244794
2035,207330.61682419476
2036,192885.45942972295
2037,189387.63115497673
2038,260901.32732336826
2039,210454.03669630972
2040,350207.2652079689
2041,278321.88374100596
2042,223586.9675296497
2043,174551.83689121102
2044,188236.7696730551
2045,228122.83169659978
2046,172133.17437857314
2047,132940.6897788605
2048,133357.85952643212
2049,155750.31341243294
2050,177982.28793732513
2051,105311.80494985159
2052,144411.7485505695
2053,145797.36882530357
2054,92124.11901605596
2055,151427.0872905774
2056,138249.07598457873
2057,114985.1269700792
2058,211602.11710832024
